ID,Source_File,Date,Category_Large,Category_Medium,Symptom,Action_Taken,Tags
"bsod-full-95","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: PROCESSOR_START_FAILED (0x0000006B) - 다중 코어 멀티프로세서 시작 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,PROCESSOR_START_FAILED,0x0000006B,소프트웨어,OS"
"bsod-full-96","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: REFMON_INITIALIZATION_FAILED (0x0000006C) - 참조 모니터 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,REFMON_INITIALIZATION_FAILED,0x0000006C,소프트웨어,OS"
"bsod-full-97","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: SESSION1_INITIALIZATION_FAILED (0x0000006D) - 세션 1 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,SESSION1_INITIALIZATION_FAILED,0x0000006D,소프트웨어,OS"
"bsod-full-98","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: SESSION2_INITIALIZATION_FAILED (0x0000006E) - 세션 2 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,SESSION2_INITIALIZATION_FAILED,0x0000006E,소프트웨어,OS"
"bsod-full-99","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: CONFIG_LIST_FAILED (0x00000073) - 핵심 레지스트리 Hive 로드 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,CONFIG_LIST_FAILED,0x00000073,소프트웨어,OS"
"bsod-full-101","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: CANNOT_WRITE_CONFIGURATION (0x00000075) - SYSTEM 레지스트리 Hive 파일 쓰기 공간 부족.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,CANNOT_WRITE_CONFIGURATION,0x00000075,소프트웨어,OS"
"bsod-full-102","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: PROCESS_HAS_LOCKED_PAGES (0x00000076) - 프로세스가 잠긴 메모리 페이지를 해제하지 않고 종료.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,PROCESS_HAS_LOCKED_PAGES,0x00000076,소프트웨어,OS"
"bsod-full-103","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: KERNEL_STACK_INPAGE_ERROR (0x00000077) - 커널 메모리 스택 엑세스 실패. SSD/HDD 디스크 배드섹터 원인.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,KERNEL_STACK_INPAGE_ERROR,0x00000077,소프트웨어,OS"
"bsod-full-104","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: PHASE0_EXCEPTION (0x00000078) - Phase 0 커널 초기화 예외.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,PHASE0_EXCEPTION,0x00000078,소프트웨어,OS"
"bsod-full-105","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: MISMATCHED_HAL (0x00000079) - HAL 레벨과 커널 릴리즈 파일 불일치.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,MISMATCHED_HAL,0x00000079,소프트웨어,OS"
"bsod-full-106","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: KERNEL_DATA_INPAGE_ERROR (0x0000007A) - 커널 데이터를 메모리로 페이징 중 I/O 읽기 에러 발생.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,KERNEL_DATA_INPAGE_ERROR,0x0000007A,소프트웨어,OS"
"bsod-full-108","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: BUGCODE_NDIS_DRIVER (0x0000007C) - NDIS 네트워크 드라이버 버그 코드 발생.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,BUGCODE_NDIS_DRIVER,0x0000007C,소프트웨어,OS"
"bsod-full-109","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: INSTALL_MORE_MEMORY (0x0000007D) - Windows 11 실행 최소 용량 메모리 부족.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,INSTALL_MORE_MEMORY,0x0000007D,소프트웨어,OS"
"bsod-full-111","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: UNEXPECTED_KERNEL_MODE_TRAP (0x0000007F) - CPU 트랩 예외 발생. 오버클럭, RAM 불량, 하드웨어 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,UNEXPECTED_KERNEL_MODE_TRAP,0x0000007F,소프트웨어,OS"
"bsod-full-112","Microsoft 공식 레퍼런스","2026-08-07","하드웨어","하드웨어","Windows 11 Stop Code 블루스크린 오류: NMI_HARDWARE_FAILURE (0x00000080) - NMI(Non-Maskable Interrupt) 하드웨어 치명적 결함.","1. RAM/CPU 슬롯 청소 및 물리 수리 2. BIOS 설정 초기화 (Load Default) 3. 파워서플라이 및 하드웨어 점검/교체","Windows11,BSOD,블루스크린,NMI_HARDWARE_FAILURE,0x00000080,하드웨어,하드웨어"
"bsod-full-113","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: SPIN_LOCK_INIT_FAILURE (0x00000081) - 스핀락 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,SPIN_LOCK_INIT_FAILURE,0x00000081,소프트웨어,OS"
"bsod-full-114","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: DFS_FILE_SYSTEM (0x00000082) - DFS(Distributed File System) 파일 시스템 커널 에러.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,DFS_FILE_SYSTEM,0x00000082,소프트웨어,OS"
"bsod-full-115","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: OFS_FILE_SYSTEM (0x00000084) - OFS 파일 시스템 커널 결함.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,OFS_FILE_SYSTEM,0x00000084,소프트웨어,OS"
"bsod-full-116","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: SETUP_FAILURE (0x00000085) - Windows 11 셋업 커널 진입 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,SETUP_FAILURE,0x00000085,소프트웨어,OS"
"bsod-full-117","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: KERNEL_MODE_EXCEPTION_NOT_HANDLED (0x0000008E) - 커널 모드 프로그램 미처리 예외 발생.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,KERNEL_MODE_EXCEPTION_NOT_HANDLED,0x0000008E,소프트웨어,OS"
"bsod-full-118","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: PP0_INITIALIZATION_FAILED (0x0000008F) - 플러그 앤 플레이(PnP) Phase 0 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,PP0_INITIALIZATION_FAILED,0x0000008F,소프트웨어,OS"
"bsod-full-119","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: PP1_INITIALIZATION_FAILED (0x00000090) - 플러그 앤 플레이(PnP) Phase 1 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,PP1_INITIALIZATION_FAILED,0x00000090,소프트웨어,OS"
"bsod-full-120","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: UP_DRIVER_ON_MP_SYSTEM (0x00000092) - 단일 코어 전용 드라이버가 멀티코어 커널에서 실행됨.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,UP_DRIVER_ON_MP_SYSTEM,0x00000092,소프트웨어,OS"
"bsod-full-121","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: INVALID_KERNEL_HANDLE (0x00000093) - 유효하지 않은 커널 핸들 사용 시도.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,INVALID_KERNEL_HANDLE,0x00000093,소프트웨어,OS"
"bsod-full-122","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: KERNEL_STACK_LOCKED_AT_EXIT (0x00000094) - 스레드 종료 시 커널 스택 잠김 잔존.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,KERNEL_STACK_LOCKED_AT_EXIT,0x00000094,소프트웨어,OS"
"bsod-full-123","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: INVALID_WORK_QUEUE_ITEM (0x00000096) - 유효하지 않은 워크 큐 아이템 처리 시도.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,INVALID_WORK_QUEUE_ITEM,0x00000096,소프트웨어,OS"
"bsod-full-124","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: BOUND_IMAGE_UNSUPPORTED (0x00000097) - 지원되지 않는 바운드 이미지 로드 시도.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,BOUND_IMAGE_UNSUPPORTED,0x00000097,소프트웨어,OS"
"bsod-full-125","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: END_OF_NT_EVALUATION_PERIOD (0x00000098) - Windows 11 평가판 사용 기간 만료.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,END_OF_NT_EVALUATION_PERIOD,0x00000098,소프트웨어,OS"
"bsod-full-126","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: INVALID_REGION_OR_SEGMENT (0x00000099) - 유효하지 않은 메모리 영역 또는 세그먼트 매핑.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,INVALID_REGION_OR_SEGMENT,0x00000099,소프트웨어,OS"
"bsod-full-127","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: SYSTEM_LICENSE_VIOLATION (0x0000009A) - Windows 시스템 정품 인증 라이선스 위반 탐지.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,SYSTEM_LICENSE_VIOLATION,0x0000009A,소프트웨어,OS"
"bsod-full-128","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: UDFS_FILE_SYSTEM (0x0000009B) - UDFS(DVD/ISO File System) 커널 에러.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,UDFS_FILE_SYSTEM,0x0000009B,소프트웨어,OS"
"bsod-full-129","Microsoft 공식 레퍼런스","2026-08-07","하드웨어","하드웨어","Windows 11 Stop Code 블루스크린 오류: MACHINE_CHECK_EXCEPTION (0x0000009C) - CPU 칩셋 내부 하드웨어 오류 감지 (Machine Check).","1. RAM/CPU 슬롯 청소 및 물리 수리 2. BIOS 설정 초기화 (Load Default) 3. 파워서플라이 및 하드웨어 점검/교체","Windows11,BSOD,블루스크린,MACHINE_CHECK_EXCEPTION,0x0000009C,하드웨어,하드웨어"
"bsod-full-130","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: USER_MODE_HEALTH_MONITOR (0x0000009E) - 유저 모드 프로세스 헬스 모니터링 타임아웃 종료.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,USER_MODE_HEALTH_MONITOR,0x0000009E,소프트웨어,OS"
"bsod-full-131","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: DRIVER_POWER_STATE_FAILURE (0x0000009F) - 드라이버 전원 관리 상태 절전/복구 전환 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,DRIVER_POWER_STATE_FAILURE,0x0000009F,소프트웨어,OS"
"bsod-full-132","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: INTERNAL_POWER_ERROR (0x000000A0) - 전원 관리 서브시스템 내부 커널 에러.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,INTERNAL_POWER_ERROR,0x000000A0,소프트웨어,OS"
"bsod-full-133","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: PCI_BUS_DRIVER_INTERNAL (0x000000A1) - PCI 버스 드라이버 내부 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,PCI_BUS_DRIVER_INTERNAL,0x000000A1,소프트웨어,OS"
"bsod-full-134","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: MEMORY_IMAGE_CORRUPT (0x000000A2) - 메모리 덤프 이미지 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,MEMORY_IMAGE_CORRUPT,0x000000A2,소프트웨어,OS"
"bsod-full-135","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: ACPI_DRIVER_INTERNAL (0x000000A3) - ACPI 전원 관리 드라이버 내부 오류.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,ACPI_DRIVER_INTERNAL,0x000000A3,소프트웨어,OS"
